key,en_US,fr_FR,es_MX,de_DE,it_IT,pt_BR,pt_PT,ru_RU,el_GR,tr_TR,da_DK,no_NB,sv_SE,nl_NL,pl_PL,fi_FI,ja_JP,zh_CN,zh_TW,ko_KR,cs_CZ,hu_HU,ro_RO,th_TH,bg_BG,he_IL,ar,bs_BS
IVEBORN_AQUAMARIS_MOB_NAME,Iveborn Aquamaris,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVEBORN_AQUAMARIS_MOB_DESC,"An invasive species of plants believed to have originated in the jungle, aquamaris have evolved to the fast-paced aquatic lifestyle.",,,,,,,,,,,,,,,,,,,,,,,,,,,
IVEBORN_HEDERA_MOB_NAME,Iveborn Hedera,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVEBORN_HEDERA_MOB_DESC,"An invasive species of plants believed to have originated in the jungle, hedera have evolved to attack any threats with a fierce explosion.",,,,,,,,,,,,,,,,,,,,,,,,,,,
UNHOLY_SPECTRE_MOB_NAME,Unholy Spectre,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNHOLY_SPECTRE_MOB_DESC,"This spirit has been judged, and now it will judge you. It loves to snipe things from afar with fire.",,,,,,,,,,,,,,,,,,,,,,,,,,,
INCINERATOR_MOB_NAME,Incinerator,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCINERATOR_MOB_DESC,"Impressive machines that utilise the powers of electomagnetism to fly, incinerators will spray fire at you.",,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARRED_SKELETON_MOB_NAME,Charred Skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARRED_SKELETON_MOB_DESC,Skeletons round these parts got burnt up.,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARKOTHIAN_BRUTE_MOB_NAME,Karkothian Brute,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARKOTHIAN_BRUTE_MOB_DESC,"The strongest Karkothians, having lost lots of blood to get here, now exude power and command respect, bow down to the rulers of the pyroclast!",,,,,,,,,,,,,,,,,,,,,,,,,,,
ELDER_BOAR_MOB_NAME,Elder Boar,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELDER_BOAR_MOB_DESC,"Boars not in their prime are weak, and are only found where they can be protected. They still pack a punch though.",,,,,,,,,,,,,,,,,,,,,,,,,,,
BOAR_MOB_NAME,Boar,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOAR_MOB_DESC,"A common animal in pyroclast, although strong to us they are but food to the Karkothians.",,,,,,,,,,,,,,,,,,,,,,,,,,,
BABY_BOAR_MOB_NAME,Baby Boar,,,,,,,,,,,,,,,,,,,,,,,,,,,
BABY_BOAR_MOB_DESC,"Young boars are weak, and are only found where they can be protected. They still pack a punch though.",,,,,,,,,,,,,,,,,,,,,,,,,,,
KARKOTHIAN_GRUNT_MOB_NAME,Karkothian Grunt,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARKOTHIAN_GRUNT_MOB_DESC,"They do the dirty work for the brutes, they aren't afraid to risk their lives if it gives them a shot at becoming a brute themselves.",,,,,,,,,,,,,,,,,,,,,,,,,,,
KARKOTHIAN_SCOUT_MOB_NAME,Karkothian Scout,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARKOTHIAN_SCOUT_MOB_DESC,Scouts sent from the bastions to monitor areas and hunt for their prized bacon.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WITCH_MOB_NAME,Witch,,,,,,,,,,,,,,,,,,,,,,,,,,,
WITCH_MOB_DESC,The Witches have caused chaos onto local populations for millenia.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVERN_GHOUL_MOB_NAME,Cavern Ghoul,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVERN_GHOUL_MOB_DESC,Most cavern ghouls go all their life without seeing a single other living creature besides for their own birth. Lets just say their curiosity towards seeing their first living creature won't be a friendly one.,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROLL_MOB_NAME,Troll,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROLL_MOB_DESC,"These stone creatures are very territorial, you will regret coming near.",,,,,,,,,,,,,,,,,,,,,,,,,,,
VULTURE_MOB_NAME,Vulture,,,,,,,,,,,,,,,,,,,,,,,,,,,
VULTURE_MOB_DESC,They may be a scavenger but they will eat you alive too. Their insane dive speeds are good for both stealing things and for getting lunch.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK_MOB_NAME,Warlock,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK_MOB_DESC,"They will come after you. We aren't too sure where they come from, just that they hate us. They teleport using magic.",,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK_SKELETON_MOB_NAME,Warlock Skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK_SKELETON_MOB_DESC,Even after warlocks die they will come after you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_HORSEMAN_MOB_NAME,Skeleton Horseman,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_HORSEMAN_MOB_DESC,The Skeleton Horseman terrorises those in its path.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_MINER_MOB_NAME,Skeleton Miner,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_MINER_MOB_DESC,"Ready to mine, but can pack a punch too. Won't take kindly to intruders in their mine, and will viciously defend the capital.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_ASSASSIN_MOB_NAME,Skeleton Assassin,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_ASSASSIN_MOB_DESC,"Always attacks you when you least expect it, a special unit ordered personally by the Skeleton King.",,,,,,,,,,,,,,,,,,,,,,,,,,,
WOLF_JOCKEY_MOB_NAME,Wolf Jockey,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOLF_JOCKEY_MOB_DESC,What if a skeleton could move as fast as a wolf?,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_ARCHER_MOB_NAME,Skeleton Archer,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_ARCHER_MOB_DESC,These elite archers will pierce through enemy lines.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_SOLDIER_MOB_NAME,Skeleton Soldier,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_SOLDIER_MOB_DESC,Basic grunts for the Skeleton King.,,,,,,,,,,,,,,,,,,,,,,,,,,,
FROZEN_SKELETON_MOB_NAME,Frozen Skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,
FROZEN_SKELETON_MOB_DESC,I bet they feel a chill in their spine.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_MOB_NAME,Skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKELETON_MOB_DESC,Always shoots at you when you least expect it.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIDER_MOB_NAME,Spider,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIDER_MOB_DESC,Holy hell they're huge!,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVA_SLIME_MOB_NAME,Lava Slime,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAVA_SLIME_MOB_DESC,Did you ever just think slimes weren't annoying enough?,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLYING_SLIME_MOB_NAME,Flying Slime,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLYING_SLIME_MOB_DESC,It's a bird! It's a plane! It's a flying slime?,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLIME_MOB_NAME,Slime,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLIME_MOB_DESC,"Little gooey things, they look harmless, and they mostly are.",,,,,,,,,,,,,,,,,,,,,,,,,,,
ROLLING_CACTUS_MOB_NAME,Rolling Cactus,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROLLING_CACTUS_MOB_DESC,Unpleasant surprise to any passersby.,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORTOISE_MOB_NAME,Tortoise,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORTOISE_MOB_DESC,"Rulers of the jungle, no one can stop them.",,,,,,,,,,,,,,,,,,,,,,,,,,,
BEETLE_MOB_NAME,Beetle,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEETLE_MOB_DESC,This annoying critter is sure to get in your way.,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICIOUS_MELON_MOB_NAME,Vicious Melon,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICIOUS_MELON_MOB_DESC,Some Melons got tired of being farmed. They won't take kindly to you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENUS_HUMAN_TRAP_MOB_NAME,Venus Human Trap,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENUS_HUMAN_TRAP_MOB_DESC,"Many have heard of the Venus Fly Trap, but have you ever heard of the Venus Human Trap?",,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRANHA_MOB_NAME,Piranha,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRANHA_MOB_DESC,"Piranhas mean danger, stay away.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARK_MOB_NAME,Shark,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARK_MOB_DESC,The deadliest animals on the planet kill 75 million...sharks a year.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALCHEMIST_MOB_NAME,Alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALCHEMIST_MOB_DESC,"Alchemists don't like to battle, but if they do you better be careful. Their dark magic clones will shoot at you from all sides.",,,,,,,,,,,,,,,,,,,,,,,,,,,
NECROMANCER_MOB_NAME,Necromancer,,,,,,,,,,,,,,,,,,,,,,,,,,,
NECROMANCER_MOB_DESC,"These strong wielders of dark magic will make you regret coming near, they will send vengeful spirits your way.",,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGUISHED_SOUL_MOB_NAME,Anguished Soul,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGUISHED_SOUL_MOB_DESC,"These pesky creatures are hard to hit, they are an embodiment of dark magic, and will hunt you down.",,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMED_CULTIST_MOB_NAME,Armed Cultist,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMED_CULTIST_MOB_DESC,Part of a mysterious group in the woods. They are sure to bring some pain.,,,,,,,,,,,,,,,,,,,,,,,,,,,
FROZEN_CULTIST_MOB_NAME,Frozen Cultist,,,,,,,,,,,,,,,,,,,,,,,,,,,
FROZEN_CULTIST_MOB_DESC,"Part of a mysterious group in the woods. They appear to have gotten lost and frozen, and they will take that out on any passersby.",,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDITATING_CULTIST_MOB_NAME,Meditating Cultist,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDITATING_CULTIST_MOB_DESC,Part of a mysterious group in the woods. They don't need to stop meditating to kill you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPHINX_MOB_NAME,Sphinx,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPHINX_MOB_DESC,Honestly don't know that much about sphinxes.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUMMY_MOB_NAME,Mummy,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUMMY_MOB_DESC,"Imagine a zombie, but like wrapped in cloth, and in the desert, and also they used to be rich.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_SERPENT_MOB_NAME,Sand Serpent,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_SERPENT_MOB_DESC,"Careful walking through sand, you never know.",,,,,,,,,,,,,,,,,,,,,,,,,,,
BRINEBOUND_MOB_NAME,Brinebound,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRINEBOUND_MOB_DESC,These poor folk were unable to leave the sea once they entered.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOMBIE_MOB_NAME,Zombie,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOMBIE_MOB_DESC,"Hordes of zombies roam the island, this basic mob is easily overcome.",,,,,,,,,,,,,,,,,,,,,,,,,,,
