key,en_US,fr_FR,es_MX,de_DE,it_IT,pt_BR,pt_PT,ru_RU,el_GR,tr_TR,da_DK,no_NB,sv_SE,nl_NL,pl_PL,fi_FI,ja_JP,zh_CN,zh_TW,ko_KR,cs_CZ,hu_HU,ro_RO,th_TH,bg_BG,he_IL,ar,bs_BS
WATER_TILE_NAME,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER_TILE_DESC,Midnight. Drinking water. Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNFLOWER_TILE_NAME,Sunflower,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNFLOWER_TILE_DESC,"Sunflowers always face the sun, well I only made one sprite for them so I guess the sun is always south.",,,,,,,,,,,,,,,,,,,,,,,,,,,
WHEAT_TILE_NAME,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHEAT_TILE_DESC,Agriculture was the most monumental turning point in human history. Or maybe not I'm just saying stuff.,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTUMN_OAK_TREE_TILE_NAME,Autumn Oak Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTUMN_OAK_TREE_TILE_DESC,It's that time of year.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGN_TILE_NAME,Sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGN_TILE_DESC,Sometimes all you need is a sign.,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUE_FLAX_TILE_NAME,Blue Flax,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUE_FLAX_TILE_DESC,"Would you really add your favorite flower to the game and barely any others? Yes, yes I would.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SNOW_PILE_TILE_NAME,Snow Pile,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNOW_PILE_TILE_DESC,Call the kids its a snowday!,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUBBER_TREE_TILE_NAME,Rubber Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUBBER_TREE_TILE_DESC,You can probably get some rubber out of them.,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOT_CHOCOLATE_TILE_NAME,Hot Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOT_CHOCOLATE_TILE_DESC,There are marshmallows in here.,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNGLE_GRASS_TILE_NAME,Jungle Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNGLE_GRASS_TILE_DESC,This grass is pretty damn green.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUD_TILE_NAME,Mud,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUD_TILE_DESC,"It's like imagine dirt was wet, wouldn't that be fun?",,,,,,,,,,,,,,,,,,,,,,,,,,,
PUMPKIN_TILE_NAME,Pumpkin,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUMPKIN_TILE_DESC,For some reason someone around here doesn't like you farming pumpkins.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERMELON_TILE_NAME,Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERMELON_TILE_DESC,Sometimes watermelon don't want to be farmed.,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNGLE_BUSH_TILE_NAME,Jungle Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNGLE_BUSH_TILE_DESC,I feel like something could easily be hiding in here.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHOGANY_TREE_TILE_NAME,Mahogany Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHOGANY_TREE_TILE_DESC,Nothing like good ol sturdy mahogany.,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNGLE_TALL_GRASS_TILE_NAME,Jungle Tall Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNGLE_TALL_GRASS_TILE_DESC,The jungle grows restless...,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNGLE_WATER_TILE_NAME,Jungle Water,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNGLE_WATER_TILE_DESC,The Amazon is possibly the longest river in the world.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGO_TREE_TILE_NAME,Mango Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGO_TREE_TILE_DESC,Reminds me of a certain youtuber.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHOGANY_LOG_TILE_NAME,Mahogany Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHOGANY_LOG_TILE_DESC,I think it fell over.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUGARCANE_TILE_NAME,Sugarcane,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUGARCANE_TILE_DESC,"Taste good, I guess its the sugar.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAMP_TILE_NAME,Swamp,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAMP_TILE_DESC,In a while crocodile.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAMP_LEAVES_TILE_NAME,Swamp Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAMP_LEAVES_TILE_DESC,Just some leaves idk what you expected me to say.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGROVE_TREE_TILE_NAME,Mangrove Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGROVE_TREE_TILE_DESC,Did you know there are three types of mangroves?,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAMP_WATER_TILE_NAME,Swamp Water,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAMP_WATER_TILE_DESC,I dare you to take a swim in it.,,,,,,,,,,,,,,,,,,,,,,,,,,,
LILYPAD_TILE_NAME,Lilypad,,,,,,,,,,,,,,,,,,,,,,,,,,,
LILYPAD_TILE_DESC,Aw just a cute little lilypad.,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGROVE_LOG_TILE_NAME,Mangrove Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGROVE_LOG_TILE_DESC,I think it fell over.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKY_TILE_NAME,Sky,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKY_TILE_DESC,Did you know that the sky is blue because it's feeling sad? Maybe check up on it sometimes.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOUD_TILE_NAME,Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOUD_TILE_DESC,A cloud.,,,,,,,,,,,,,,,,,,,,,,,,,,,
STORM_CLOUD_TILE_NAME,Storm Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,
STORM_CLOUD_TILE_DESC,A fierce cloud.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_TILE_NAME,Sand,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_TILE_DESC,"It's course, and rough, and it gets everywhere.",,,,,,,,,,,,,,,,,,,,,,,,,,,
SEASHELLS_TILE_NAME,Seashells,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEASHELLS_TILE_DESC,She sells seashells on the sea shore.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACTUS_TILE_NAME,Cactus,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACTUS_TILE_DESC,Cactus string sand.,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCONUT_TREE_TILE_NAME,Coconut Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCONUT_TREE_TILE_DESC,You think you fell out of a coconut tree?,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEAR_WATER_TILE_NAME,Clear Water,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEAR_WATER_TILE_DESC,Nothing like some beautiful water to swim in.,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINA_COLADA_TILE_NAME,Piña Colada,,Piña Colada,,,,,,,,,,,,,,,,,,,,,,,,,
PINA_COLADA_TILE_DESC,It's a game why not take a vacation?,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHALK_SOIL_TILE_NAME,Chalk Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHALK_SOIL_TILE_DESC,I guess they have to get chalk from somewhere.,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_TILE_NAME,Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_TILE_DESC,Brock.,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_TILE_NAME,Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_TILE_DESC,You could make a house out of this. I mean sea creatures do.,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAVEL_TILE_NAME,Gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAVEL_TILE_DESC,"There's no flint, stop looking.",,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBBLES_TILE_NAME,Pebbles,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBBLES_TILE_DESC,You could throw them at someone.,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIGS_TILE_NAME,Twigs,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIGS_TILE_DESC,Whoever finds the biggest stick wins.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCK_FLOWER_TILE_NAME,Rock Flower,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCK_FLOWER_TILE_DESC,What do you mean this doesn't really exist?,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAIL_TILE_NAME,Rail,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAIL_TILE_DESC,"Useful for transporting things, though maybe not in this state.",,,,,,,,,,,,,,,,,,,,,,,,,,,
TORCH_TILE_NAME,Torch,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORCH_TILE_DESC,Useful for seeing things.,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOULDER_TILE_NAME,Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOULDER_TILE_DESC,You know you want to push me up a mountain.,,,,,,,,,,,,,,,,,,,,,,,,,,,
COAL_ORE_BOULDER_TILE_NAME,Coal Ore Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,
COAL_ORE_BOULDER_TILE_DESC,Santa?,,,,,,,,,,,,,,,,,,,,,,,,,,,
COAL_ORE_TILE_NAME,Coal Ore,,,,,,,,,,,,,,,,,,,,,,,,,,,
COAL_ORE_TILE_DESC,Santa?,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIN_ORE_TILE_NAME,Tin Ore,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIN_ORE_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPPER_ORE_TILE_NAME,Copper Ore,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPPER_ORE_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_ORE_BOULDER_TILE_NAME,Iron Ore Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_ORE_BOULDER_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_ORE_TILE_NAME,Iron Ore,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_ORE_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVER_ORE_BOULDER_TILE_NAME,Silver Ore Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVER_ORE_BOULDER_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVER_ORE_TILE_NAME,Silver Ore,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVER_ORE_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_ORE_BOULDER_TILE_NAME,Gold Ore Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_ORE_BOULDER_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_ORE_TILE_NAME,Gold Ore,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_ORE_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUBY_ORE_TILE_NAME,Ruby Ore,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUBY_ORE_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_ORE_BOULDER_TILE_NAME,Diamond Ore Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_ORE_BOULDER_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_ORE_TILE_NAME,Diamond Ore,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAMOND_ORE_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_ORE_BOULDER_TILE_NAME,Emerald Ore Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_ORE_BOULDER_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_ORE_TILE_NAME,Emerald Ore,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_ORE_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITANIUM_ORE_TILE_NAME,Titanium Ore,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITANIUM_ORE_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
VULRINTH_ORE_TILE_NAME,Vulrinth Ore,,,,,,,,,,,,,,,,,,,,,,,,,,,
VULRINTH_ORE_TILE_DESC,Lucky you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATH_TILE_NAME,Path,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATH_TILE_DESC,Connecting buildings with ease!,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARRIAGE_FLOOR_TILE_NAME,Carriage Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARRIAGE_FLOOR_TILE_DESC,A nice sturdy floor to take you where you want to go.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARRIAGE_TILE_NAME,Carriage,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARRIAGE_TILE_DESC,A nice sturdy carriage to take you where you want to go.,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIGGY_BANK_TILE_NAME,Piggy Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIGGY_BANK_TILE_DESC,Did you know if you save a quarter a day for a year you will have saved $10k?,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE_TILE_NAME,Safe,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE_TILE_DESC,This safe isn't tied down so someone could just steal the safe. But at least it looks secure!,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLEEPING_MAT_TILE_NAME,Sleeping Mat,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLEEPING_MAT_TILE_DESC,Zzzz,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAVESTONE_TILE_NAME,Gravestone,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAVESTONE_TILE_DESC,Pay your respects.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDOW_TILE_NAME,Window,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDOW_TILE_DESC,All the better to see you with.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_FLOOR_TILE_NAME,Wood Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_FLOOR_TILE_DESC,A humble floor.,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_FLOOR_TILE_NAME,Stone Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_FLOOR_TILE_DESC,A strong floor.,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_FLOOR_TILE_NAME,Limestone Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_FLOOR_TILE_DESC,A pretty floor.,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_FLOOR_TILE_NAME,Iron Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_FLOOR_TILE_DESC,A shiny floor.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_WALL_TILE_NAME,Wood Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_WALL_TILE_DESC,A humble wall.,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_WALL_TILE_NAME,Stone Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_WALL_TILE_DESC,A strong wall.,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_WALL_TILE_NAME,Limestone Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_WALL_TILE_DESC,A pretty wall.,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_WALL_TILE_NAME,Iron Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_WALL_TILE_DESC,A shiny wall.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_POLE_TILE_NAME,Wood Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_POLE_TILE_DESC,A humble pole.,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_POLE_TILE_NAME,Stone Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_POLE_TILE_DESC,A strong pole.,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_POLE_TILE_NAME,Limestone Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_POLE_TILE_DESC,A pretty pole.,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_POLE_TILE_NAME,Iron Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_POLE_TILE_DESC,A shiny pole.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_DOOR_TILE_NAME,Wood Door,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_DOOR_TILE_DESC,A humble door.,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_DOOR_TILE_NAME,Stone Door,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_DOOR_TILE_DESC,A strong door.,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_DOOR_TILE_NAME,Limestone Door,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_DOOR_TILE_DESC,A pretty door.,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_DOOR_TILE_NAME,Iron Door,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_DOOR_TILE_DESC,A shiny door.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_FENCE_TILE_NAME,Wood Fence,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_FENCE_TILE_DESC,A humble fence.,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_FENCE_TILE_NAME,Stone Fence,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_FENCE_TILE_DESC,A strong fence.,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_FENCE_TILE_NAME,Limestone Fence,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_FENCE_TILE_DESC,A pretty fence.,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_FENCE_TILE_NAME,Iron Fence,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_FENCE_TILE_DESC,A shiny fence.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_GATE_TILE_NAME,Wood Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOOD_GATE_TILE_DESC,A humble gate.,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_GATE_TILE_NAME,Stone Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONE_GATE_TILE_DESC,A strong gate.,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_GATE_TILE_NAME,Limestone Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMESTONE_GATE_TILE_DESC,A pretty gate.,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_GATE_TILE_NAME,Iron Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRON_GATE_TILE_DESC,A shiny gate.,,,,,,,,,,,,,,,,,,,,,,,,,,,
STALL_TILE_NAME,Stall,,,,,,,,,,,,,,,,,,,,,,,,,,,
STALL_TILE_DESC,People from all over the island will open up stalls to sell various items or offer services.,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLANE_TILE_NAME,Plane,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLANE_TILE_DESC,Planes are a rare sight on Blue Island.,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEANSTALK_TILE_NAME,Beanstalk,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEANSTALK_TILE_DESC,Well Jack has to replenish his shop somehow!,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_TOYS_TILE_NAME,Sand Toys,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND_TOYS_TILE_DESC,Oh to be young again.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGEON_BACKGROUND_TILE_NAME,Dungeon Background,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGEON_BACKGROUND_TILE_DESC,Good luck challenger!,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGEON_FLOOR_TILE_NAME,Dungeon Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGEON_FLOOR_TILE_DESC,Careful where you step.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGEON_WALL_TILE_NAME,Dungeon Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGEON_WALL_TILE_DESC,"These walls look old, but definitely sturdy.",,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGEON_POT_TILE_NAME,Dungeon Pot,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGEON_POT_TILE_DESC,Treasure?,,,,,,,,,,,,,,,,,,,,,,,,,,,
